trace_file,l1_size,l1_assoc,l2_size,l2_assoc,prefetch,policy,l1_i_total_accesses,l1_i_reads,l1_i_writes,l1_i_hits,l1_i_misses,l1_i_write_backs,l1_i_hit_rate,l1_i_miss_rate,l1_i_amat,l1_i_split_accesses,l1_d_total_accesses,l1_d_reads,l1_d_writes,l1_d_hits,l1_d_misses,l1_d_write_backs,l1_d_hit_rate,l1_d_miss_rate,l1_d_amat,l1_d_split_accesses,l2_total_accesses,l2_reads,l2_writes,l2_hits,l2_misses,l2_write_backs,l2_hit_rate,l2_miss_rate,l2_amat,l2_split_accesses
trace_str.txt,8192,1,1048576,8,OFF,LFU,1976862,1976862,0,1956021,20841,0,98.9458,1.05425,4.35107,101402,680460,503495,176965,586146,94314,24281,86.1397,13.8603,8.69258,150,139436,115155,24281,128637,10799,4,92.2552,7.74477,30.4895,0
trace_str.txt,8192,1,1048576,8,OFF,Random,1976862,1976862,0,1956021,20841,0,98.9458,1.05425,4.35137,101402,680460,503495,176965,586146,94314,24281,86.1397,13.8603,8.69287,150,139436,115155,24281,128632,10804,32,92.2516,7.74836,30.4967,0
trace_str.txt,8192,2,1048576,8,OFF,LRU,1976862,1976862,0,1965604,11258,0,99.4305,0.569488,4.27825,101402,680460,503495,176965,621067,59393,12104,91.2716,8.72836,7.92484,150,82755,70651,12104,71950,10805,28,86.9434,13.0566,41.1132,0
trace_str.txt,8192,2,1048576,8,OFF,FIFO,1976862,1976862,0,1963204,13658,0,99.3091,0.690893,4.29717,101402,680460,503495,176965,612213,68247,16997,89.9705,10.0295,8.12119,150,98902,81905,16997,88086,10816,38,89.0639,10.9361,36.8722,0
trace_str.txt,8192,2,1048576,8,OFF,LFU,1976862,1976862,0,1932707,44155,0,97.7664,2.23359,4.52797,101402,680460,503495,176965,567827,112633,24164,83.4475,16.5525,9.0961,150,180952,156788,24164,170154,10798,5,94.0327,5.96733,26.9347,0
trace_str.txt,8192,2,1048576,8,OFF,Random,1976862,1976862,0,1963463,13399,0,99.3222,0.677791,4.2949,101402,680460,503495,176965,613854,66606,16303,90.2116,9.78838,8.0809,150,96308,80005,16303,85509,10799,27,88.787,11.213,37.426,0
trace_str.txt,8192,4,1048576,8,OFF,LRU,1976862,1976862,0,1968267,8595,0,99.5652,0.43478,4.25805,101402,680460,503495,176965,640372,40088,8421,94.1087,5.89131,7.49928,150,57104,48683,8421,46299,10805,28,81.0784,18.9216,52.8432,0
trace_str.txt,8192,4,1048576,8,OFF,FIFO,1976862,1976862,0,1966273,10589,0,99.4644,0.535647,4.27389,101402,680460,503495,176965,629171,51289,13769,92.4626,7.5374,7.74737,150,75647,61878,13769,64831,10816,38,85.702,14.298,43.596,0
trace_str.txt,8192,4,1048576,8,OFF,LFU,1976862,1976862,0,1908369,68493,0,96.5353,3.46473,4.71264,101402,680460,503495,176965,545382,135078,28289,80.149,19.851,9.59117,150,231860,203571,28289,221061,10799,8,95.3424,4.65755,24.3151,0
trace_str.txt,8192,4,1048576,8,OFF,Random,1976862,1976862,0,1967763,9099,0,99.5397,0.460275,4.26228,101402,680460,503495,176965,628758,51702,13331,92.4019,7.5981,7.75265,150,74132,60801,13331,63331,10801,31,85.43,14.57,44.1399,0
trace_str.txt,8192,8,1048576,8,OFF,LRU,1976862,1976862,0,1971738,5124,0,99.7408,0.259199,4.23171,101402,680460,503495,176965,644693,35767,6846,94.7437,5.2563,7.40403,150,47737,40891,6846,36932,10805,28,77.3656,22.6344,60.2689,0
trace_str.txt,8192,8,1048576,8,OFF,FIFO,1976862,1976862,0,1971016,5846,0,99.7043,0.295721,4.2379,101402,680460,503495,176965,629300,51160,14139,92.4816,7.51844,7.74453,150,71145,57006,14139,60329,10816,38,84.7972,15.2028,45.4055,0
trace_str.txt,8192,8,1048576,8,OFF,LFU,1976862,1976862,0,1892649,84213,0,95.7401,4.25993,4.83192,101402,680460,503495,176965,517736,162724,36833,76.0862,23.9138,10.2009,150,283770,246937,36833,272970,10800,11,96.1941,3.8059,22.6118,0
trace_str.txt,8192,8,1048576,8,OFF,Random,1976862,1976862,0,1970842,6020,0,99.6955,0.304523,4.23881,101402,680460,503495,176965,629000,51460,13692,92.4375,7.56253,7.74791,150,71172,57480,13692,60371,10801,24,84.8241,15.1759,45.3518,0
trace_str.txt,16384,1,1048576,8,OFF,LRU,1976862,1976862,0,1971585,5277,0,99.7331,0.266938,4.23287,101402,680460,503495,176965,641000,39460,7755,94.201,5.79902,7.48544,150,52492,44737,7755,41687,10805,28,79.4159,20.5841,56.1682,0
trace_str.txt,16384,1,1048576,8,OFF,FIFO,1976862,1976862,0,1971585,5277,0,99.7331,0.266938,4.23358,101402,680460,503495,176965,641000,39460,7755,94.201,5.79902,7.48661,150,52492,44737,7755,41676,10816,38,79.395,20.605,56.2101,0
trace_str.txt,16384,1,1048576,8,OFF,LFU,1976862,1976862,0,1971585,5277,0,99.7331,0.266938,4.23297,101402,680460,503495,176965,641000,39460,7755,94.201,5.79902,7.48308,150,52492,44737,7755,41694,10798,1,79.4292,20.5708,56.1415,0
trace_str.txt,16384,1,1048576,8,OFF,Random,1976862,1976862,0,1971585,5277,0,99.7331,0.266938,4.23328,101402,680460,503495,176965,641000,39460,7755,94.201,5.79902,7.4822,150,52492,44737,7755,41693,10799,26,79.4273,20.5727,56.1453,0
trace_str.txt,16384,2,1048576,8,OFF,LRU,1976862,1976862,0,1973074,3788,0,99.8084,0.191617,4.22157,101402,680460,503495,176965,645866,34594,6313,94.9161,5.08391,7.37788,150,44695,38382,6313,33891,10804,28,75.8273,24.1727,63.3455,0
trace_str.txt,16384,2,1048576,8,OFF,FIFO,1976862,1976862,0,1972854,4008,0,99.7973,0.202746,4.22395,101402,680460,503495,176965,641134,39326,7893,94.2207,5.77933,7.48366,150,51227,43334,7893,40411,10816,38,78.8861,21.1139,57.2277,0
trace_str.txt,16384,2,1048576,8,OFF,LFU,1976862,1976862,0,1971602,5260,0,99.7339,0.266078,4.23284,101402,680460,503495,176965,610259,70201,11251,89.6833,10.3167,8.16103,150,86712,75461,11251,75913,10799,2,87.5461,12.4539,39.9077,0
trace_str.txt,16384,2,1048576,8,OFF,Random,1976862,1976862,0,1972760,4102,0,99.7925,0.207501,4.22426,101402,680460,503495,176965,641540,38920,7885,94.2803,5.71966,7.47177,150,50907,43022,7885,40104,10803,32,78.7789,21.2211,57.4421,0
trace_str.txt,16384,4,1048576,8,OFF,LRU,1976862,1976862,0,1973418,3444,0,99.8258,0.174215,4.21896,101402,680460,503495,176965,656851,23609,3987,96.5304,3.46956,7.13602,150,31040,27053,3987,20235,10805,28,65.1901,34.8099,84.6198,0
trace_str.txt,16384,4,1048576,8,OFF,FIFO,1976862,1976862,0,1973087,3775,0,99.809,0.190959,4.22218,101402,680460,503495,176965,650389,30071,6543,95.5808,4.41922,7.27964,150,40389,33846,6543,29573,10816,38,73.2204,26.7796,68.5591,0
trace_str.txt,16384,4,1048576,8,OFF,LFU,1976862,1976862,0,1963529,13333,0,99.3255,0.674453,4.2942,101402,680460,503495,176965,594270,86190,16262,87.3336,12.6664,8.51378,150,115785,99523,16262,104984,10801,3,90.6715,9.3285,33.657,0
trace_str.txt,16384,4,1048576,8,OFF,Random,1976862,1976862,0,1973013,3849,0,99.8053,0.194703,4.22244,101402,680460,503495,176965,648958,31502,6882,95.3705,4.62952,7.30972,150,42233,35351,6882,31425,10808,34,74.4086,25.5914,66.1827,0
trace_str.txt,16384,8,1048576,8,OFF,LRU,1976862,1976862,0,1973467,3395,0,99.8283,0.171737,4.21859,101402,680460,503495,176965,659675,20785,3671,96.9454,3.05455,7.07377,150,27851,24180,3671,17046,10805,28,61.2043,38.7957,92.5915,0
trace_str.txt,16384,8,1048576,8,OFF,FIFO,1976862,1976862,0,1973046,3816,0,99.807,0.193033,4.22239,101402,680460,503495,176965,652831,27629,6197,95.9397,4.06034,7.22581,150,37642,31445,6197,26827,10815,38,71.2688,28.7312,72.4624,0
trace_str.txt,16384,8,1048576,8,OFF,LFU,1976862,1976862,0,1931824,45038,0,97.7217,2.27826,4.53477,101402,680460,503495,176965,564535,115925,23491,82.9637,17.0363,9.16897,150,184454,160963,23491,173654,10800,8,94.1449,5.85512,26.7102,0
trace_str.txt,16384,8,1048576,8,OFF,Random,1976862,1976862,0,1972932,3930,0,99.8012,0.1988,4.22275,101402,680460,503495,176965,651009,29451,6646,95.6719,4.3281,7.26274,150,40027,33381,6646,29227,10800,28,73.0182,26.9818,68.9636,0
trace_str.txt,32768,1,1048576,8,OFF,LRU,1976862,1976862,0,1973410,3452,0,99.8254,0.17462,4.21902,101402,680460,503495,176965,654142,26318,5589,96.1323,3.86768,7.19574,150,35359,29770,5589,24554,10805,28,69.442,30.558,76.116,0
trace_str.txt,32768,1,1048576,8,OFF,FIFO,1976862,1976862,0,1973410,3452,0,99.8254,0.17462,4.21973,101402,680460,503495,176965,654142,26318,5589,96.1323,3.86768,7.19691,150,35359,29770,5589,24543,10816,38,69.4109,30.5891,76.1782,0
trace_str.txt,32768,1,1048576,8,OFF,LFU,1976862,1976862,0,1973410,3452,0,99.8254,0.17462,4.21913,101402,680460,503495,176965,654142,26318,5589,96.1323,3.86768,7.19338,150,35359,29770,5589,24561,10798,0,69.4618,30.5382,76.0764,0
trace_str.txt,32768,1,1048576,8,OFF,Random,1976862,1976862,0,1973410,3452,0,99.8254,0.17462,4.21913,101402,680460,503495,176965,654142,26318,5589,96.1323,3.86768,7.19368,150,35359,29770,5589,24560,10799,37,69.459,30.541,76.082,0
trace_str.txt,32768,2,1048576,8,OFF,LRU,1976862,1976862,0,1974006,2856,0,99.8555,0.144471,4.2145,101402,680460,503495,176965,661064,19396,3490,97.1496,2.85042,7.04285,150,25742,22252,3490,14938,10804,28,58.0297,41.9703,98.9406,0
trace_str.txt,32768,2,1048576,8,OFF,FIFO,1976862,1976862,0,1973872,2990,0,99.8488,0.15125,4.21613,101402,680460,503495,176965,658748,21712,4295,96.8092,3.19078,7.09479,150,28997,24702,4295,18184,10813,38,62.7099,37.2901,89.5801,0
